1.00, 0.00,  1,  1, 1.00, 0.31, 0.12
1.00, 0.00,  1,  1, 1.00, 0.31, 0.12
1.00, 0.00,  1,  1, 1.00, 0.30, 0.12
1.00, 0.80,  1,  1, 1.00, 0.29, 0.12
1.00, 0.30,  1,  1, 1.00, 0.28, 0.11
1.00, 0.00,  1,  1, 1.00, 0.27, 0.12
1.00, 0.00,  1,  1, 1.00, 0.27, 0.12
1.00, 0.30,  1,  1, 0.50, 0.37, 0.13
1.00, 0.80,  1, -10, 0.50, 0.36, 0.14
1.00, 0.30,  1, -10, 0.50, 0.38, 0.15
1.00, 0.30,  1, -10, 0.50, 0.42, 0.15
1.00, 1.00,  1, -10, 0.50, 0.40, 0.16
1.00, 0.80,  1,  1, 0.50, 0.42, 0.21
1.00, 0.80,  1,  1, 0.50, 0.40, 0.14
1.00, 0.80,  1,  1, 0.50, 0.38, 0.13
1.00, 0.80,  1,  1, 0.50, 0.38, 0.14
1.00, 1.00,  1,  1, 0.50, 0.40, 0.14
1.00, 0.80,  1,  1, 0.50, 0.36, 0.18
1.00, 0.30,  1,  1, 1.00, 0.35, 0.14
1.00, 0.00,  1,  1, 1.00, 0.30, 0.14
1.00, 0.00,  1,  1, 0.50, 0.29, 0.13
1.00, 1.00,  1, -10, 0.50, 0.34, 0.14
1.00, 1.00,  1, -10, 0.50, 0.36, 0.13
1.00, 0.30,  1,  1, 0.50, 0.35, 0.15
1.00, 0.30,  1, -10, 0.50, 0.34, 0.23
1.00, 1.00,  1, -10, 0.50, 0.34, 0.14
1.00, 0.30,  1, -10, 0.50, 0.35, 0.16
1.00, 0.80,  1, -10, 0.50, 0.35, 0.19
1.00, 0.00,  1, -10, 0.50, 0.38, 0.04
1.00, 0.00,  1, -10, 0.50, 0.39, 0.04
1.00, 0.00,  1,  1, 1.00, 0.38, 0.04
1.00, 0.00,  1, -10, 0.50, 0.38, 0.10
1.00, 0.00,  1, -10, 0.50, 0.38, 0.14
1.00, 0.00,  1,  1, 0.50, 0.35, 0.04
1.00, 0.00,  1, -10, 0.50, 0.36, 0.04
1.00, 0.00,  1, -10, 0.50, 0.38, 0.04
1.00, 0.30,  1,  1, 1.00, 0.37, 0.02
1.00, 0.00,  1, -10, 0.00, 0.39, 0.13
1.00, 0.00,  1, -10, 0.00, 0.36, 0.09
1.00, 0.00,  1,  1, 1.00, 0.36, 0.06
1.00, 0.00,  0, -10, 0.00, 0.40, 0.03
1.00, 0.00,  1, -10, 0.50, 0.34, 0.02
1.00, 0.00,  1, -10, 0.50, 0.34, 0.02
1.00, 0.00,  1,  1, 1.00, 0.37, 0.20
1.00, 0.00,  1, -10, 0.50, 0.33, 0.06
1.00, 0.00,  1, -10, 0.00, 0.30, 0.11
1.00, 0.00,  1, -10, 0.50, 0.33, 0.11
1.00, 0.00,  1, -10, 0.50, 0.29, 0.11
1.00, 0.00,  1,  1, 0.50, 0.32, 0.12
1.00, 0.00,  1,  1, 0.50, 0.33, 0.12
1.00, 0.00,  1,  1, 0.50, 0.35, 0.12
1.00, 0.00,  1, -10, 0.50, 0.35, 0.12
1.00, 0.00,  1, -10, 0.50, 0.34, 0.12
1.00, 0.00,  1, -10, 0.00, 0.36, 0.13
1.00, 0.00,  1,  1, 0.50, 0.35, 0.07
1.00, 0.80,  1,  1, 1.00, 0.33, 0.07
1.00, 0.00,  1, -10, 0.00, 0.38, 0.07
1.00, 0.00,  1, -10, 0.00, 0.36, 0.13
1.00, 0.00,  1, -10, 0.00, 0.36, 0.13
1.00, 0.00,  1, -10, 0.50, 0.30, 0.13
1.00, 0.00,  1, -10, 0.50, 0.30, 0.13
1.00, 0.00,  1,  1, 0.00, 0.32, 0.12
1.00, 1.00,  1,  1, 1.00, 0.29, 0.12
1.00, 1.00,  1,  1, 1.00, 0.33, 0.12
1.00, 1.00,  1,  1, 1.00, 0.34, 0.07
1.00, 1.00,  1,  1, 1.00, 0.32, 0.07
1.00, 0.00,  1, -10, 0.00, 0.35, 0.07
1.00, 1.00,  1,  1, 1.00, 0.30, 0.07
1.00, 1.00,  1,  1, 1.00, 0.30, 0.07
1.00, 0.00,  1,  1, 0.00, 0.29, 0.11
1.00, 0.00,  1,  1, 0.00, 0.30, 0.10
1.00, 0.00,  1,  1, 0.00, 0.32, 0.10
1.00, 1.00,  1,  1, 1.00, 0.30, 0.07
1.00, 1.00,  1,  1, 1.00, 0.31, 0.08
1.00, 0.00,  1,  1, 0.50, 0.32, 0.08
1.00, 1.00,  1,  1, 1.00, 0.29, 0.08
1.00, 1.00,  1,  1, 1.00, 0.31, 0.10
1.00, 0.30,  1, -10, 0.00, 0.31, 0.09
1.00, 0.00,  1, -10, 0.00, 0.31, 0.08
1.00, 0.80,  1,  1, 1.00, 0.27, 0.10
1.00, 0.00,  1,  1, 0.50, 0.26, 0.07
1.00, 0.00,  1,  1, 0.00, 0.27, 0.10
1.00, 0.00,  1,  1, 0.50, 0.27, 0.10
1.00, 0.80,  1, -10, 0.00, 0.27, 0.11
1.00, 0.00,  1,  1, 1.00, 0.27, 0.06
1.00, 0.80,  1,  1, 1.00, 0.27, 0.09
1.00, 0.80,  1,  1, 1.00, 0.26, 0.09
1.00, 0.00,  1,  1, 0.00, 0.23, 0.09
1.00, 0.00,  1,  1, 0.00, 0.22, 0.13
1.00, 0.00,  1,  1, 0.00, 0.21, 0.12
1.00, 1.00,  1,  1, 1.00, 0.24, 0.09
1.00, 0.80,  1,  1, 1.00, 0.23, 0.06
1.00, 0.80,  1,  1, 1.00, 0.22, 0.06
1.00, 0.30,  1, -10, 0.00, 0.23, 0.05
1.00, 0.00,  1, -10, 0.00, 0.22, 0.09
1.00, 1.00,  1,  1, 1.00, 0.23, 0.08
1.00, 0.80,  1,  1, 1.00, 0.20, 0.06
1.00, 0.80,  1,  1, 1.00, 0.17, 0.06
1.00, 0.80,  1,  1, 1.00, 0.15, 0.11
1.00, 0.00,  1,  1, 1.00, 0.15, 0.10
1.00, 0.00,  1, -10, 0.00, 0.11, 0.08
1.00, 0.00,  1,  1, 1.00, 0.14, 0.06
1.00, 0.00,  1,  1, 1.00, 0.17, 0.07
1.00, 0.00,  1,  1, 1.00, 0.18, 0.06
1.00, 0.00,  1,  1, 1.00, 0.17, 0.06
1.00, 0.00,  1,  1, 1.00, 0.19, 0.06
1.00, 0.00,  1,  1, 1.00, 0.19, 0.07
1.00, 0.00,  1,  1, 1.00, 0.17, 0.07
1.00, 0.80,  1,  1, 1.00, 0.18, 0.09
1.00, 0.00,  1,  1, 1.00, 0.16, 0.09
1.00, 0.80,  1,  1, 1.00, 0.16, 0.09
1.00, 0.00,  1,  1, 0.00, 0.17, 0.08
1.00, 0.00,  1,  1, 1.00, 0.14, 0.09
1.00, 0.80,  1,  1, 1.00, 0.14, 0.06
1.00, 0.30,  1,  1, 1.00, 0.07, 0.05
1.00, 0.00,  1,  1, 1.00, 0.12, 0.05
1.00, 0.30,  1,  1, 1.00, 0.14, 0.04
1.00, 0.30,  1,  1, 1.00, 0.18, 0.06
1.00, 1.00,  1,  1, 1.00, 0.22, 0.05
1.00, 0.00,  1,  1, 1.00, 0.25, 0.07
1.00, 0.00,  1,  1, 1.00, 0.27, 0.06
1.00, 0.30,  1, -10, 0.50, 0.23, 0.08
1.00, 0.80,  1, -10, 0.00, 0.25, 0.11
1.00, 0.80,  1, -10, 0.00, 0.23, 0.06
1.00, 0.00,  1,  1, 1.00, 0.24, 0.05
1.00, 0.30,  1,  1, 0.00, 0.25, 0.00
1.00, 0.80,  1,  1, 1.00, 0.29, 0.07
1.00, 0.00,  1,  1, 1.00, 0.28, 0.04
1.00, 1.00,  1,  1, 1.00, 0.22, 0.00
1.00, 0.00,  1,  1, 0.00, 0.21, 0.01
1.00, 0.30,  1, -10, 0.00, 0.21, 0.00
0.00, 0.00,  0, -10, 0.00, 0.25, 0.04
1.00, 0.00,  1,  1, 0.00, 0.24, 0.01
1.00, 1.00,  1, -10, 0.00, 0.25, 0.08
1.00, 0.30,  1, -10, 0.00, 0.15, 0.07
1.00, 1.00,  1,  1, 1.00, 0.15, 0.05
1.00, 0.30,  1,  1, 1.00, 0.27, 0.05
1.00, 0.30,  1,  1, 1.00, 0.22, 0.07
1.00, 0.00,  1,  1, 1.00, 0.29, 0.08
1.00, 0.30,  1,  1, 1.00, 0.31, 0.08
1.00, 0.30,  1,  1, 0.00, 0.20, 0.08
0.00, 0.00,  0, -10, 0.00, 0.20, 0.06
1.00, 0.80,  1,  1, 1.00, 0.27, 0.07
1.00, 0.80,  1,  1, 1.00, 0.27, 0.06
1.00, 0.80,  1, -10, 0.50, 0.30, 0.09
1.00, 0.00,  1,  1, 0.00, 0.20, 0.05
1.00, 0.80,  1,  1, 0.00, 0.21, 0.05
1.00, 0.80,  1,  1, 0.50, 0.30, 0.06
1.00, 1.00,  1,  1, 1.00, 0.34, 0.06
1.00, 1.00,  1,  1, 1.00, 0.34, 0.06
1.00, 0.30,  1,  1, 0.50, 0.29, 0.07
1.00, 0.80,  1,  1, 1.00, 0.30, 0.06
1.00, 0.80,  1,  1, 0.00, 0.28, 0.06
1.00, 0.30,  1,  1, 0.00, 0.29, 0.06
1.00, 0.80,  1,  1, 0.50, 0.28, 0.07
1.00, 0.00,  1, -10, 0.00, 0.29, 0.07
1.00, 0.00,  1, -10, 0.00, 0.30, 0.07
1.00, 0.30,  1,  1, 0.00, 0.30, 0.07
1.00, 1.00,  1,  1, 1.00, 0.31, 0.08
1.00, 1.00,  1,  1, 1.00, 0.31, 0.09
1.00, 1.00,  1,  1, 1.00, 0.33, 0.09
1.00, 1.00,  1,  1, 1.00, 0.34, 0.08
1.00, 1.00,  1,  1, 1.00, 0.34, 0.04
1.00, 1.00,  1,  1, 1.00, 0.34, 0.05
1.00, 1.00,  1,  1, 1.00, 0.35, 0.06
1.00, 1.00,  1,  1, 1.00, 0.34, 0.05
1.00, 1.00,  1,  1, 1.00, 0.34, 0.06
1.00, 0.30,  1, -10, 0.50, 0.36, 0.06
1.00, 0.80,  1,  1, 1.00, 0.33, 0.06
1.00, 1.00,  1,  1, 1.00, 0.31, 0.07
1.00, 0.00,  1, -10, 0.50, 0.36, 0.06
1.00, 0.00,  1, -10, 0.50, 0.35, 0.06
1.00, 1.00,  1,  1, 1.00, 0.29, 0.06
1.00, 0.80,  1,  1, 1.00, 0.29, 0.06
1.00, 0.80,  1,  1, 1.00, 0.29, 0.06
1.00, 0.00,  1, -10, 0.00, 0.37, 0.07
1.00, 0.80,  1,  1, 1.00, 0.30, 0.06
1.00, 0.00,  1, -10, 0.50, 0.35, 0.06
1.00, 0.80,  1,  1, 1.00, 0.29, 0.07
1.00, 0.80,  1,  1, 1.00, 0.28, 0.07
1.00, 0.80,  1,  1, 1.00, 0.28, 0.07
1.00, 1.00,  1,  1, 1.00, 0.31, 0.07
1.00, 1.00,  1,  1, 1.00, 0.33, 0.05
1.00, 0.80,  1,  1, 1.00, 0.32, 0.07
1.00, 0.80,  1,  1, 1.00, 0.30, 0.07
1.00, 0.00,  1,  1, 1.00, 0.30, 0.07
1.00, 0.00,  1,  1, 1.00, 0.29, 0.08
1.00, 0.80,  1,  1, 1.00, 0.29, 0.08
1.00, 0.00,  1,  1, 1.00, 0.33, 0.06
1.00, 0.00,  1,  1, 1.00, 0.33, 0.06
1.00, 0.00,  1,  1, 1.00, 0.33, 0.07
1.00, 0.00,  1,  1, 1.00, 0.33, 0.07
1.00, 0.00,  1,  1, 1.00, 0.34, 0.06
1.00, 0.00,  1,  1, 1.00, 0.32, 0.06
1.00, 0.00,  1,  1, 0.50, 0.32, 0.06
1.00, 0.00,  1, -10, 0.50, 0.31, 0.06
1.00, 0.00,  1,  1, 0.50, 0.28, 0.06
1.00, 0.00,  1,  1, 0.50, 0.27, 0.06
1.00, 0.00,  1,  1, 0.50, 0.28, 0.06
1.00, 0.00,  1,  1, 0.50, 0.26, 0.08
1.00, 0.00,  1,  1, 1.00, 0.29, 0.06
1.00, 0.00,  1,  1, 1.00, 0.30, 0.06
1.00, 0.00,  1,  1, 1.00, 0.30, 0.07
1.00, 0.30,  1, -10, 0.00, 0.33, 0.07
1.00, 0.30,  1,  1, 1.00, 0.31, 0.06
1.00, 0.00,  1,  1, 0.50, 0.31, 0.06
1.00, 0.00,  1,  1, 0.50, 0.31, 0.06
1.00, 0.00,  1,  1, 0.50, 0.31, 0.08
1.00, 0.00,  1,  1, 0.50, 0.31, 0.06
1.00, 0.00,  1,  1, 1.00, 0.31, 0.06
1.00, 0.30,  1,  1, 1.00, 0.29, 0.06
1.00, 0.80,  1,  1, 1.00, 0.26, 0.08
1.00, 0.30,  1,  1, 1.00, 0.23, 0.08
1.00, 0.30,  1,  1, 1.00, 0.23, 0.08
1.00, 0.80,  1,  1, 1.00, 0.23, 0.06
1.00, 0.00,  1, -10, 0.00, 0.31, 0.07
1.00, 0.00,  1, -10, 0.00, 0.33, 0.07
1.00, 0.00,  1, -10, 0.00, 0.32, 0.07
1.00, 0.00,  1,  1, 0.50, 0.30, 0.07
1.00, 0.00,  1, -10, 0.50, 0.29, 0.06
1.00, 0.00,  1,  1, 0.50, 0.29, 0.06
1.00, 0.00,  1,  1, 0.50, 0.29, 0.06
1.00, 0.00,  1,  1, 0.50, 0.30, 0.06
1.00, 0.00,  1,  1, 0.50, 0.30, 0.06
1.00, 0.00,  1,  1, 0.50, 0.31, 0.06
1.00, 0.00,  1,  1, 1.00, 0.30, 0.06
1.00, 0.00,  1,  1, 0.50, 0.25, 0.06
1.00, 0.00,  1, -10, 0.00, 0.30, 0.07
1.00, 0.00,  1,  1, 0.00, 0.24, 0.15
1.00, 0.00,  1,  1, 0.50, 0.26, 0.15
1.00, 0.00,  1, -10, 0.50, 0.24, 0.07
1.00, 0.00,  1, -10, 0.50, 0.27, 0.06
1.00, 0.80,  1,  1, 1.00, 0.28, 0.13
1.00, 0.00,  1, -10, 0.50, 0.27, 0.07
1.00, 0.80,  1,  1, 0.50, 0.25, 0.06
1.00, 0.00,  1, -10, 0.00, 0.25, 0.06
1.00, 0.00,  1, -10, 0.00, 0.25, 0.05
1.00, 0.30,  1,  1, 1.00, 0.23, 0.14
1.00, 0.00,  1,  1, 1.00, 0.22, 0.11
1.00, 0.00,  1,  1, 0.00, 0.22, 0.13
1.00, 0.80,  1,  1, 0.00, 0.23, 0.14
1.00, 0.00,  1,  1, 0.00, 0.22, 0.15
1.00, 1.00,  1,  1, 0.00, 0.21, 0.14
1.00, 0.30,  1,  1, 0.00, 0.21, 0.14
1.00, 0.00,  1,  1, 1.00, 0.32, 0.06
1.00, 0.30,  1,  1, 1.00, 0.33, 0.06
1.00, 0.30,  1,  1, 1.00, 0.32, 0.06
1.00, 0.30,  1,  1, 1.00, 0.33, 0.06
1.00, 0.30,  1,  1, 1.00, 0.33, 0.05
1.00, 0.00,  1,  1, 0.50, 0.34, 0.06
1.00, 0.00,  1,  1, 0.50, 0.34, 0.06
1.00, 0.00,  1,  1, 0.50, 0.34, 0.06
1.00, 1.00,  1,  1, 1.00, 0.29, 0.06
1.00, 1.00,  1, -10, 0.00, 0.29, 0.06
1.00, 0.00,  1,  1, 1.00, 0.33, 0.06
1.00, 0.00,  1,  1, 1.00, 0.34, 0.06
1.00, 0.00,  1,  1, 1.00, 0.36, 0.06
1.00, 0.80,  1,  1, 1.00, 0.34, 0.06
1.00, 0.80,  1,  1, 1.00, 0.33, 0.05
1.00, 0.00,  1,  1, 1.00, 0.35, 0.06
1.00, 0.00,  1,  1, 1.00, 0.35, 0.06
1.00, 0.00,  1,  1, 0.50, 0.35, 0.06
1.00, 0.00,  1,  1, 0.50, 0.34, 0.06
1.00, 0.00,  1,  1, 0.50, 0.34, 0.08
1.00, 0.00,  1, -10, 0.50, 0.35, 0.08
1.00, 0.00,  1,  1, 0.50, 0.33, 0.08
